step,optimizer,divergence,bound,loss_gap,tightness
28,RMSProp,0.0,0.0,0.0,0.0
29,RMSProp,0.0,0.0,0.0,0.0
30,RMSProp,0.0,0.0,0.0,0.0
31,RMSProp,0.0,0.0,0.0,0.0
32,RMSProp,0.0,0.0,0.0,0.0
33,RMSProp,0.0,0.0,0.0,0.0
34,RMSProp,0.0,0.0,0.0,0.0
35,RMSProp,0.0,0.0,0.0,0.0
36,RMSProp,0.0,0.0,0.0,0.0
37,RMSProp,0.0,0.0,0.0,0.0
38,RMSProp,0.0,0.0,0.0,0.0
39,RMSProp,0.0,0.0,0.0,0.0
40,RMSProp,0.0,0.0,0.0,0.0
41,RMSProp,0.0,0.0,0.0,0.0
42,RMSProp,0.0,0.0,0.0,0.0
43,RMSProp,0.0,0.0,0.0,0.0
44,RMSProp,0.0,0.0,0.0,0.0
45,RMSProp,0.0,0.0,0.0,0.0
46,RMSProp,0.0,0.0,0.0,0.0
47,RMSProp,0.0,0.0,0.0,0.0
48,RMSProp,0.0,0.0,0.0,0.0
49,RMSProp,0.0,0.0,0.0,0.0
50,RMSProp,0.0,0.0,0.0,0.0
51,RMSProp,0.0,0.0,0.0,0.0
52,RMSProp,0.0,0.0,0.0,0.0
53,RMSProp,0.0,0.0,0.0,0.0
54,RMSProp,0.0,0.0,0.0,0.0
55,RMSProp,0.0,0.0,0.0,0.0
56,RMSProp,0.0,0.0,0.0,0.0
57,RMSProp,0.0,0.0,0.0,0.0
58,RMSProp,0.0,0.0,0.0,0.0
59,RMSProp,0.0,0.0,0.0,0.0
60,RMSProp,0.0,0.0,0.0,0.0
61,RMSProp,0.0,0.0,0.0,0.0
62,RMSProp,0.0,0.0,0.0,0.0
63,RMSProp,0.0,0.0,0.0,0.0
64,RMSProp,0.0,0.0,0.0,0.0
65,RMSProp,0.0,0.0,0.0,0.0
66,RMSProp,0.0,0.0,0.0,0.0
67,RMSProp,0.0,0.0,0.0,0.0
68,RMSProp,0.0,0.0,0.0,0.0
69,RMSProp,0.0,0.0,0.0,0.0
70,RMSProp,0.0,0.0,0.0,0.0
71,RMSProp,0.0,0.0,0.0,0.0
72,RMSProp,0.0,0.0,0.0,0.0
73,RMSProp,0.0,0.0,0.0,0.0
74,RMSProp,0.0,0.0,0.0,0.0
75,RMSProp,0.0,0.0,0.0,0.0
76,RMSProp,0.0,0.0,0.0,0.0
77,RMSProp,0.0,0.0,0.0,0.0
78,RMSProp,0.0,0.0,0.0,0.0
79,RMSProp,0.0,0.0,0.0,0.0
80,RMSProp,0.0,0.0,0.0,0.0
81,RMSProp,0.0,0.0,0.0,0.0
82,RMSProp,0.0,0.0,0.0,0.0
83,RMSProp,0.0,0.0,0.0,0.0
84,RMSProp,0.0,0.0,0.0,0.0
85,RMSProp,0.0,0.0,0.0,0.0
86,RMSProp,0.0,0.0,0.0,0.0
87,RMSProp,0.0,0.0,0.0,0.0
88,RMSProp,0.0,0.0,0.0,0.0
89,RMSProp,0.0,0.0,0.0,0.0
90,RMSProp,0.0,0.0,0.0,0.0
91,RMSProp,0.0,0.0,0.0,0.0
92,RMSProp,0.0,0.0,0.0,0.0
93,RMSProp,0.0,0.0,0.0,0.0
94,RMSProp,0.0,0.0,0.0,0.0
95,RMSProp,0.0,0.0,0.0,0.0
96,RMSProp,0.0,0.0,0.0,0.0
97,RMSProp,0.0,0.0,0.0,0.0
98,RMSProp,0.0,0.0,0.0,0.0
99,RMSProp,0.0,0.0,0.0,0.0
100,RMSProp,0.009999998845160007,0.009999999776482582,0.014053191989660263,0.9999999068677404
101,RMSProp,0.00841559562832117,0.00962876641241388,0.014631185680627823,0.8740055857489045
102,RMSProp,0.008266069926321507,0.009271314469712992,0.015631500631570816,0.8915747549416686
103,RMSProp,0.008366154506802559,0.008927132336026882,0.016245968639850616,0.9371603547355956
104,RMSProp,0.008153875358402729,0.008595727391760429,0.01617426425218582,0.9485963184708203
105,RMSProp,0.007668341509997845,0.00827662530500187,0.01521371304988861,0.9265058193903719
106,RMSProp,0.006836835760623217,0.007969369352622964,0.01324944943189621,0.8578891827084164
107,RMSProp,0.005639812909066677,0.007673519766582187,0.010285347700119019,0.7349707931460336
108,RMSProp,0.004205218981951475,0.0073886531044953215,0.006455287337303162,0.569145542831478
109,RMSProp,0.0025626744609326124,0.007114361643572584,0.002017885446548462,0.3602114412117131
110,RMSProp,0.0014790772693231702,0.006850252797054811,0.0026806965470314026,0.2159157206518105
111,RMSProp,0.002226440468803048,0.006595948552313499,0.007254660129547119,0.33754666992090687
112,RMSProp,0.003871083026751876,0.006351084929810427,0.011336002498865128,0.609515235512277
113,RMSProp,0.00544328335672617,0.006115311462142523,0.014624491333961487,0.8901072971382383
114,RMSProp,0.006771861109882593,0.005888290692426306,0.016927629709243774,1.0
115,RMSProp,0.00778002617880702,0.005669697691303988,0.018179722130298615,1.0
116,RMSProp,0.008433597162365913,0.005459219591879901,0.018437962979078293,1.0
117,RMSProp,0.00876963883638382,0.005256555141921663,0.017854422330856323,1.0
118,RMSProp,0.00881053414195776,0.005061414272685103,0.016634970903396606,1.0
119,RMSProp,0.008640987798571587,0.004873517683745864,0.01499585434794426,1.0
120,RMSProp,0.008297692984342575,0.00469259644324343,0.01313088834285736,1.0
121,RMSProp,0.007870015688240528,0.00451839160296544,0.011192452162504196,1.0
122,RMSProp,0.007377649657428265,0.004350653827721344,0.009286746382713318,1.0
123,RMSProp,0.006899351254105568,0.00418914303847496,0.0074775610119104385,1.0
124,RMSProp,0.006426712963730097,0.004033628068725125,0.0057951100170612335,1.0
125,RMSProp,0.006032521370798349,0.0038838863336426587,0.004245180636644363,1.0
126,RMSProp,0.0056787533685564995,0.003739703511490059,0.002817651256918907,1.0
127,RMSProp,0.005441396031528711,0.0036008732368679615,0.0014926176518201828,1.0
128,RMSProp,0.00525190494954586,0.003467196805349315,0.00024515576660633087,1.0
129,RMSProp,0.005194110795855522,0.0033384828890785263,0.0009518153965473175,1.0
130,RMSProp,0.005169392563402653,0.003214547262928507,0.0021253228187561035,1.0
131,RMSProp,0.005269496701657772,0.0030952125408236883,0.0033008046448230743,1.0
132,RMSProp,0.005371716804802418,0.002980307921851609,0.004500340670347214,1.0
133,RMSProp,0.0055734156630933285,0.0028696689457996774,0.00574040412902832,1.0
134,RMSProp,0.005735765676945448,0.0027631372577672383,0.007028408348560333,1.0
135,RMSProp,0.00595595920458436,0.0026605603815160164,0.008357666432857513,1.0
136,RMSProp,0.0060825287364423275,0.00256179150123455,0.009700026363134384,1.0
137,RMSProp,0.0062041557393968105,0.002466689251404257,0.010996360331773758,1.0
138,RMSProp,0.0061565847136080265,0.0023751175144663783,0.012145139276981354,1.0
139,RMSProp,0.0060149603523314,0.0022869452260001893,0.012991804629564285,1.0
140,RMSProp,0.0056075104512274265,0.002202046187133657,0.013323161751031876,1.0
141,RMSProp,0.005006339401006699,0.0021202988839180334,0.012875266373157501,1.0
142,RMSProp,0.004062305204570293,0.0020415863134078697,0.011364437639713287,1.0
143,RMSProp,0.0029016209300607443,0.0019657958161975178,0.008550584316253662,1.0
144,RMSProp,0.0016017711022868752,0.001892818915174438,0.004331294447183609,0.8462357859199963
145,RMSProp,0.0014498193049803376,0.0018225511602585234,0.0011541172862052917,0.795488947906782
146,RMSProp,0.0029976037330925465,0.0017548919789052142,0.007456816732883453,1.0
147,RMSProp,0.004772479180246592,0.0016897445321584386,0.01384337991476059,1.0
148,RMSProp,0.006483486387878656,0.00162701557604735,0.019445709884166718,1.0
149,RMSProp,0.007846508175134659,0.0015666153281284757,0.023500069975852966,1.0
150,RMSProp,0.00890608225017786,0.0015084573389822701,0.025574613362550735,1.0
151,RMSProp,0.009559827856719494,0.0014524583684801446,0.0256740041077137,1.0
152,RMSProp,0.010010906495153904,0.0013985382666448743,0.024182356894016266,1.0
153,RMSProp,0.010286626406013966,0.0013466198589338681,0.02169470489025116,1.0
154,RMSProp,0.01063707284629345,0.0012966288357811081,0.018833238631486893,1.0
155,RMSProp,0.011083369143307209,0.001248493646239652,0.016118191182613373,1.0
156,RMSProp,0.011773718520998955,0.001202145395572493,0.013913359493017197,1.0
157,RMSProp,0.01263556256890297,0.0011575177466451798,0.012424912303686142,1.0
158,RMSProp,0.013688870705664158,0.001114546824979073,0.011723019182682037,1.0
159,RMSProp,0.014810500666499138,0.0010731711273293469,0.011761840432882309,1.0
160,RMSProp,0.015964550897479057,0.001033331433656873,0.01238967478275299,1.0
161,RMSProp,0.017051460221409798,0.0009949707223680065,0.013354197144508362,1.0
162,RMSProp,0.01806713081896305,0.0009580340887009541,0.01431863009929657,1.0
163,RMSProp,0.01903277263045311,0.0009224686661419103,0.014906514436006546,1.0
164,RMSProp,0.020068349316716194,0.0008882235507584891,0.014789409935474396,1.0
165,RMSProp,0.021322250366210938,0.0008552497283421545,0.013820953667163849,1.0
166,RMSProp,0.02285364270210266,0.0008235000042553627,0.012194395065307617,1.0
167,RMSProp,0.02456255629658699,0.0007929289358830151,0.010523069649934769,1.0
168,RMSProp,0.02610670030117035,0.0007634927675915386,0.009656846523284912,1.0
169,RMSProp,0.027144651859998703,0.0007351493681025013,0.010139428079128265,1.0
170,RMSProp,0.027362773194909096,0.0007078581701911281,0.011591538786888123,1.0
171,RMSProp,0.026717491447925568,0.0006815801126234108,0.012543506920337677,1.0
172,RMSProp,0.02526128850877285,0.000656277584248704,0.010913893580436707,1.0
173,RMSProp,0.0233555119484663,0.0006319143701677909,0.004846692085266113,1.0
174,RMSProp,0.02144077979028225,0.0006084555998993719,0.006469443440437317,1.0
175,RMSProp,0.020199855789542198,0.0005858676974707847,0.022241584956645966,1.0
176,RMSProp,0.01989690773189068,0.000564118333361522,0.040001243352890015,1.0
177,RMSProp,0.020375028252601624,0.00054317637823077,0.05624791234731674,1.0
178,RMSProp,0.02090522088110447,0.0005230118583627317,0.06771723181009293,1.0
179,RMSProp,0.02099630795419216,0.0005035959127659694,0.07262806594371796,1.0
180,RMSProp,0.02033917047083378,0.00048490075186536404,0.07112813368439674,1.0
181,RMSProp,0.0190262608230114,0.0004668996177275651,0.06478589028120041,1.0
182,RMSProp,0.01718883216381073,0.0004495667457630056,0.055669721215963364,1.0
183,RMSProp,0.015081839635968208,0.00043287732784966617,0.04562085494399071,1.0
184,RMSProp,0.01285491418093443,0.00041680747682580675,0.03592979162931442,1.0
185,RMSProp,0.01068211067467928,0.00040133419230084863,0.027321726083755493,1.0
186,RMSProp,0.008626721799373627,0.00038643532773546916,0.020084615796804428,1.0
187,RMSProp,0.006772357504814863,0.0003720895587437932,0.014226369559764862,1.0
188,RMSProp,0.005116844084113836,0.0003582763525723142,0.009605465456843376,1.0
189,RMSProp,0.0037014626432210207,0.00034497593871185843,0.006021127104759216,1.0
190,RMSProp,0.0025081876665353775,0.0003321692806005311,0.003266235813498497,1.0
191,RMSProp,0.0016412304248660803,0.00031983804837714487,0.001153700053691864,1.0
192,RMSProp,0.0012523031327873468,0.00030796459264613094,0.00047381967306137085,1.0
193,RMSProp,0.0015102314064279199,0.00029653191921638367,0.0017431359738111496,1.0
194,RMSProp,0.002029638970270753,0.00028552366477788523,0.0027539636939764023,1.0
195,RMSProp,0.002620837651193142,0.00027492407348129414,0.003583780489861965,1.0
196,RMSProp,0.003192184492945671,0.0002647179743869768,0.00429263710975647,1.0
197,RMSProp,0.003754072356969118,0.00025489075975120836,0.004927436821162701,1.0
198,RMSProp,0.004295018967241049,0.00024542836411846054,0.005525457672774792,1.0
199,RMSProp,0.004835146479308605,0.0002363172441898537,0.006117124110460281,1.0
200,RMSProp,0.0053747775964438915,0.00022754435943895995,,1.0
